Site Name:,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane,Snake Range West Montane
1/2/2018 8:00:00 PM,2.11,1.716,2.43,1.934,1.418,2.602,0.463,-0.028,1.125,-0.078,-0.616,1.125,-0.289,-0.385,-0.238,16.06,10.07,19.41,-0.523,-0.726,-0.238,16.99,10.07,20.74,73076.68,73080.3,-0.863,-82.4,3.148,-11.35,-1.282,-82.9,2.796,-12.19,12.64,12.63,12.65,-0.291,12.62,12.32,12.65,-0.214,0,0,0.065,0.009,0.4382,-1.739,0.065,0.009,0.4383,-1.733,0.052,0.006,0.3875,-1.024,0.052,0.006,0.3875,-1.03,0.065,0.007,0.4403,-2.651,0.065,0.007,0.4403,-2.663,0.076,0.01,0.4852,-2.096,0.076,0.01,0.4852,-2.076,-3.833,-3.936,-3.728,-3.835,-3.948,-3.728,-3.203,-3.274,-3.091,-3.191,-3.313,-3.074,0.283,0.174,0.32,0.277,0.134,0.411,-2.107,-2.214,-2.034,-2.07,-2.214,-1.955,-1.511,-1.59,-1.468,-1.519,-1.624,-1.423,0,0,0,0,0,0,0,0,3.0756352,2.67821664,3.8534848,0.35584384,187.9,4.717,2.64245344,1.1757152,3.9831264,0.59322208,165.8,18.22,3.06490624,2.50878848
1/2/2018 9:00:00 PM,2.153,1.951,2.268,2.416,1.951,2.765,-1.069,-1.17,-1.019,-0.94,-1.249,-0.353,-1.418,-1.436,-1.404,13.78,13.62,14.04,-1.3,-1.436,-1.106,13.98,13.34,14.63,73075.96,73073.5,-1.579,-82.4,3.213,-17.57,-1.003,-82.8,3.349,-17.67,12.63,12.62,12.63,-1.227,12.6,12.3,12.63,-1.15,0,0,0.065,0.009,0.4383,-1.699,0.065,0.009,0.4383,-1.707,0.052,0.006,0.3874,-1.027,0.052,0.006,0.3875,-1.012,0.065,0.007,0.4394,-2.693,0.065,0.007,0.4394,-2.715,0.077,0.01,0.4862,-2.075,0.076,0.01,0.4862,-2.07,-4.078,-4.152,-3.985,-4.052,-4.174,-3.922,-3.357,-3.431,-3.289,-3.343,-3.438,-3.232,0.262,0.186,0.359,0.264,0.113,0.369,-2.196,-2.28,-2.139,-2.195,-2.309,-2.063,-1.571,-1.644,-1.514,-1.56,-1.691,-1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50604928,0,1.56776928,0.49219104,108.8,39.68,0,0.31873952
1/2/2018 10:00:00 PM,2.819,2.756,2.871,2.766,2.469,2.974,-0.459,-0.661,-0.282,-0.44,-0.968,0.282,-0.762,-0.784,-0.745,9.07,8.94,9.32,-0.972,-1.354,-0.686,9.6,8.35,12.25,73085.96,73086.54,-1.454,-93.6,3.969,-20.93,-1.014,-92.8,4.182,-20.84,12.61,12.6,12.61,-1.988,12.58,12.28,12.61,-1.942,0,0,0.065,0.009,0.4383,-1.691,0.065,0.009,0.4383,-1.715,0.052,0.006,0.3866,-1.002,0.052,0.006,0.3866,-1.001,0.065,0.007,0.4386,-2.807,0.065,0.007,0.4385,-2.803,0.076,0.01,0.4851,-2.068,0.076,0.01,0.4852,-2.068,-4.331,-4.416,-4.215,-4.303,-4.439,-4.18,-3.546,-3.669,-3.458,-3.523,-3.669,-3.414,0.196,0.056,0.291,0.202,0.051,0.307,-2.384,-2.499,-2.294,-2.372,-2.499,-2.253,-1.679,-1.799,-1.562,-1.661,-1.811,-1.551,0,0,0,0,0,0,0,0,0.3621024,0.24497792,0.424688,0.05543296,47.29,2.093,0.11935968,0,0.55522368,0.18149824,49.31,8.09,0.36165536,0.11578336
1/2/2018 11:00:00 PM,2.467,2.401,2.578,2.358,2.039,2.809,-1.413,-1.534,-1.298,-0.888,-1.534,-0.099,-1.254,-1.329,-1.149,12.44,12.25,12.84,-1.19,-1.421,-0.868,12.24,11.48,13.25,73044.42,73042.46,-2.106,-100.7,3.414,-23.31,-2.291,-99.5,3.602,-22.89,12.6,12.59,12.6,-2.426,12.57,12.27,12.6,-2.396,0,0,0.065,0.009,0.4384,-1.772,0.065,0.009,0.4383,-1.709,0.052,0.006,0.3858,-0.993,0.052,0.006,0.3858,-1.007,0.065,0.007,0.4377,-2.888,0.065,0.007,0.4377,-2.89,0.076,0.01,0.4852,-2.085,0.076,0.01,0.4852,-2.093,-4.555,-4.638,-4.501,-4.536,-4.638,-4.438,-3.652,-3.731,-3.577,-3.644,-3.833,-3.528,0.199,0.133,0.286,0.209,0.088,0.343,-2.488,-2.567,-2.439,-2.476,-2.625,-2.363,-1.665,-1.761,-1.602,-1.673,-1.845,-1.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36567872,0,0.78410816,0.22441408,73.03,14.35,0,0.35182048
1/3/2018 12:00:00 AM,2.384,2.217,2.551,2.055,1.821,2.551,-1.658,-1.815,-1.562,-1.837,-2.036,-1.562,-2.125,-2.162,-2.093,10.95,10.82,11.13,-2.146,-2.205,-2.015,11.28,10.71,11.76,73019.7,73022.42,-2.572,-100.4,3.346,-22.95,-2.804,-100.3,3.138,-23.18,12.58,12.57,12.58,-2.978,12.55,12.27,12.58,-2.942,0,0,0.065,0.009,0.4383,-1.698,0.065,0.009,0.4383,-1.709,0.052,0.006,0.3858,-0.965,0.052,0.006,0.3858,-1.003,0.064,0.007,0.4368,-3.013,0.064,0.007,0.4368,-2.991,0.076,0.01,0.4853,-2.106,0.076,0.01,0.4852,-2.114,-4.804,-4.948,-4.745,-4.777,-4.948,-4.667,-3.813,-3.906,-3.734,-3.805,-3.949,-3.686,0.218,0.11,0.348,0.217,0.079,0.348,-2.64,-2.704,-2.584,-2.645,-2.797,-2.52,-1.722,-1.835,-1.63,-1.714,-1.861,-1.592,0,0,0,0,0,0,0,0,1.4148816,1.14308128,1.56776928,0.12114784,39.14,3.313,1.02729792,0.424688,1.63303712,0.30488128,43.02,6.509,1.4126464,1.02059232
1/3/2018 1:00:00 AM,3.864,3.713,4.012,3.891,3.713,4.064,0.1,-0.069,0.239,-0.057,-0.306,0.239,-0.374,-0.402,-0.339,7.964,7.785,8.13,-0.429,-0.569,-0.33,8.43,7.772,9.57,72986.27,72993,-1.042,-97.5,5.022,-24.72,-0.512,-98.5,5.537,-24.71,12.56,12.55,12.56,-3.157,12.53,12.22,12.56,-3.17,0,0,0.065,0.009,0.4383,-1.697,0.065,0.009,0.4383,-1.696,0.051,0.006,0.3851,-0.993,0.052,0.006,0.385,-0.992,0.064,0.007,0.4351,-3.113,0.064,0.007,0.4351,-3.106,0.076,0.01,0.4852,-2.18,0.076,0.01,0.4852,-2.13,-5.078,-5.15,-4.978,-5.061,-5.195,-4.942,-4.073,-4.17,-3.979,-4.041,-4.208,-3.929,0.112,0.018,0.222,0.12,-0.037,0.232,-2.887,-2.97,-2.782,-2.877,-3.01,-2.751,-1.877,-1.961,-1.805,-1.852,-1.961,-1.724,0,0,0,0,0,0,0,0,0.24855424,0,0.424688,0.17166336,52.87,0.306,0.34332672,0,0.52258976,0.11310112,60.16,6.237,0.24855424,0.34109152
1/3/2018 2:00:00 AM,2.978,2.87,3.087,3.526,2.87,3.869,-0.606,-0.766,-0.456,-0.486,-0.871,-0.047,-0.661,-0.711,-0.626,8.15,7.598,8.47,-0.763,-0.908,-0.609,7.418,6.258,8.47,72983.14,72983.48,-3.27,-98.8,3.045,-24.99,-1.66,-97.2,3.416,-25.5,12.54,12.53,12.55,-2.796,12.52,12.21,12.55,-2.815,0,0,0.065,0.009,0.4383,-1.696,0.065,0.009,0.4383,-1.718,0.051,0.006,0.3842,-0.983,0.051,0.006,0.3842,-0.994,0.064,0.007,0.4342,-3.234,0.064,0.007,0.4342,-3.213,0.076,0.01,0.4844,-2.18,0.076,0.01,0.4843,-2.193,-5.21,-5.3,-5.145,-5.196,-5.318,-5.089,-4.172,-4.252,-4.131,-4.18,-4.316,-4.056,0.113,0.037,0.187,0.119,-0.023,0.236,-2.996,-3.103,-2.9,-2.994,-3.142,-2.888,-1.908,-2.045,-1.806,-1.91,-2.069,-1.806,0,0,0,0,0,0,0,0,0.02414016,0,0.29415232,0.07331456,131.7,0.977,0.2928112,0,0.94727776,0.23782528,146.8,46.2,0.02414016,0.16048736
1/3/2018 3:00:00 AM,2.131,2,2.249,2.048,1.64,2.338,-1.156,-1.354,-0.905,-1.208,-1.804,-0.608,-1.411,-1.438,-1.383,8.46,8.36,8.69,-1.536,-1.756,-1.317,8.9,8.02,10,72955.06,72956.98,-1.562,-96.8,3.679,-21.7,-1.522,-95.3,3.224,-21.92,12.52,12.51,12.53,-2.906,12.49,12.19,12.53,-2.88,0,0,0.065,0.009,0.4383,-1.766,0.065,0.009,0.4383,-1.745,0.051,0.006,0.3833,-0.983,0.051,0.006,0.3833,-0.988,0.064,0.007,0.4334,-3.356,0.064,0.007,0.4333,-3.335,0.076,0.01,0.4834,-2.197,0.076,0.01,0.4833,-2.218,-5.241,-5.343,-5.151,-5.235,-5.347,-5.113,-4.215,-4.277,-4.125,-4.217,-4.357,-4.073,0.206,0.113,0.284,0.209,0.103,0.355,-3.049,-3.128,-2.994,-3.025,-3.167,-2.91,-1.902,-2.019,-1.846,-1.881,-2.019,-1.77,0,0,0,0,0,0,0,0,0.79170784,0.5878576,1.0125456,0.11041888,38.27,5.045,0.7577328,0.22843744,1.56776928,0.28252928,107.9,44.73,0.78857856,0.52661312
1/3/2018 4:00:00 AM,2.003,1.919,2.145,2.559,1.919,2.972,-1.118,-1.223,-0.93,-1.053,-1.556,-0.394,-1.512,-1.542,-1.49,8.54,8.4,8.65,-1.43,-1.598,-1.273,8.33,7.582,9.14,72926.68,72925.94,-2.637,-102.5,3.869,-23.59,-1.208,-102.3,4.802,-23.94,12.49,12.48,12.5,-3.324,12.46,12.15,12.5,-3.3,0,0,0.065,0.009,0.4382,-1.817,0.065,0.009,0.4383,-1.784,0.051,0.006,0.3834,-1.01,0.051,0.006,0.3834,-0.99,0.063,0.007,0.4316,-3.421,0.063,0.007,0.4316,-3.42,0.076,0.01,0.4834,-2.264,0.076,0.01,0.4834,-2.287,-5.424,-5.538,-5.352,-5.403,-5.553,-5.295,-4.356,-4.44,-4.283,-4.343,-4.478,-4.218,0.158,0.057,0.276,0.189,0.039,0.298,-3.193,-3.325,-3.117,-3.183,-3.325,-3.069,-1.994,-2.093,-1.92,-1.975,-2.143,-1.869,0,0,0,0,0,0,0,0,0.70989952,0.5878576,0.81674208,0.07107936,29.53,4.168,0.37640768,0,0.81674208,0.24274272,64.32,36.42,0.70811136,0.28342336
1/3/2018 5:00:00 AM,3.011,2.843,3.131,2.828,2.095,3.158,-0.459,-0.535,-0.399,-0.485,-1.475,0.071,-0.784,-0.8,-0.768,6.486,6.416,6.635,-1.188,-1.892,-0.768,6.924,6.367,7.546,72891.78,72890.39,0.401,-97,4.27,-23.88,0.381,-97.7,4.909,-23.42,12.45,12.44,12.45,-3.576,12.42,12.11,12.45,-3.562,0,0,0.065,0.009,0.4383,-1.815,0.065,0.009,0.4383,-1.789,0.051,0.006,0.3825,-0.99,0.051,0.006,0.3825,-1,0.063,0.006,0.4307,-3.544,0.063,0.006,0.4307,-3.521,0.076,0.01,0.4825,-2.32,0.076,0.01,0.4825,-2.344,-5.581,-5.638,-5.5,-5.555,-5.659,-5.434,-4.515,-4.571,-4.417,-4.465,-4.571,-4.351,0.157,0.078,0.282,0.174,0.049,0.282,-3.335,-3.422,-3.233,-3.309,-3.445,-3.158,-2.071,-2.207,-2.002,-2.04,-2.207,-1.898,0,0,0,0,0,0,0,0,0.8851392,0.52258976,1.33933184,0.24944832,112.3,5.436,0.76309728,0,1.73138592,0.5163312,109.2,4.798,0.88156288,0.759968
1/3/2018 6:00:00 AM,3.615,3.515,3.701,3.436,3.084,3.739,0.633,0.462,0.768,0.568,0.113,0.873,0.299,0.264,0.343,8.39,8.25,8.72,0.01,-0.699,0.343,9.44,8.11,11.12,72906.01,72910.65,1.426,-66.01,3.919,-21.99,1.181,-68.32,3.912,-22.02,12.39,12.38,12.39,-3.409,12.36,12.05,12.39,-3.451,0,0,0.065,0.009,0.4383,-1.829,0.065,0.009,0.4383,-1.814,0.051,0.006,0.3817,-0.994,0.051,0.006,0.3817,-1.002,0.063,0.006,0.4299,-3.616,0.063,0.006,0.4299,-3.627,0.075,0.01,0.4815,-2.337,0.075,0.01,0.4815,-2.38,-5.821,-5.898,-5.76,-5.792,-5.923,-5.681,-4.739,-4.816,-4.679,-4.699,-4.823,-4.564,0.054,-0.043,0.13,0.063,-0.107,0.182,-3.531,-3.612,-3.458,-3.523,-3.648,-3.412,-2.254,-2.333,-2.157,-2.224,-2.375,-2.101,0,0,0,0,0,0,0,0,1.55659328,1.11044736,1.92718944,0.21279104,101.4,3.234,0.85339936,0,1.92718944,0.39428928,98.6,6.741,1.55435808,0.8471408
1/3/2018 7:00:00 AM,2.889,2.747,3.006,2.909,2.622,3.11,0.157,-0.015,0.271,0.096,-0.25,0.467,-0.237,-0.28,-0.207,4.501,4.387,4.771,-0.176,-0.354,-0.056,5.577,4.387,6.304,72886.73,72887.98,4.85,-89.6,4.205,-22.34,2.804,-86.5,3.807,-21.68,12.34,12.33,12.35,-2.54,12.31,12.02,12.35,-2.584,13,9,0.065,0.009,0.4383,-1.872,0.065,0.009,0.4383,-1.865,0.051,0.006,0.3809,-1.007,0.05,0.006,0.3808,-1.019,0.063,0.006,0.4289,-3.71,0.063,0.006,0.429,-3.708,0.075,0.01,0.4805,-2.464,0.075,0.01,0.4809,-2.449,-5.694,-5.798,-5.629,-5.705,-5.825,-5.572,-4.741,-4.806,-4.651,-4.759,-4.882,-4.64,0.109,0.053,0.169,0.091,-0.05,0.187,-3.582,-3.653,-3.498,-3.583,-3.705,-3.485,-2.273,-2.337,-2.181,-2.264,-2.389,-2.165,7,6,7,0,5,4,7,1,0.23737824,0,0.52258976,0.18686272,111.9,5.131,0.21770848,0,0.62049152,0.22441408,51.95,16.29,0.23603712,0.20161504
1/3/2018 8:00:00 AM,3.832,3.635,4.147,3.163,2.705,4.147,0.444,0.214,0.591,0.406,-0.17,0.93,0.044,0.021,0.074,5.408,5.268,5.678,0.177,0.011,0.309,5.586,4.813,6.189,72884.7,72885.87,47.01,-95.2,9.7,-21.53,37.04,-97,8.41,-21.25,12.5,12.48,12.51,-2.273,12.41,12.09,12.51,-2.293,101,85,0.065,0.009,0.4381,-1.93,0.065,0.009,0.4383,-1.899,0.051,0.006,0.3809,-1.03,0.051,0.006,0.3808,-1.02,0.062,0.006,0.4281,-3.805,0.062,0.006,0.4281,-3.768,0.075,0.01,0.4806,-2.496,0.075,0.01,0.4806,-2.494,-5.664,-5.738,-5.617,-5.637,-5.747,-5.535,-4.734,-4.831,-4.671,-4.724,-4.848,-4.607,0.098,0.01,0.163,0.101,-0.042,0.212,-3.582,-3.661,-3.506,-3.577,-3.729,-3.467,-2.304,-2.377,-2.237,-2.283,-2.427,-2.135,47,46,48,1,38,31,48,5,1.46137376,1.11044736,1.82928768,0.17568672,108.7,5.486,1.33039104,0.1631696,2.2866096,0.55790592,110.6,9.1,1.45466816,1.31385056
1/3/2018 9:00:00 AM,5.136,5.064,5.192,5.06,4.803,5.269,3.133,3.033,3.21,2.86,2.299,3.21,3.062,3.029,3.098,5.04,4.868,5.239,2.588,2.001,3.098,5.389,4.868,5.95,72899.62,72897.55,200.5,-91.6,22.94,-17.09,197.4,-91.9,22.26,-17.53,14.47,14.44,14.48,-1.426,14.46,13.76,14.51,-1.555,305,300,0.065,0.009,0.4383,-1.963,0.065,0.009,0.4383,-1.936,0.05,0.006,0.38,-1.06,0.05,0.006,0.38,-1.042,0.062,0.006,0.4274,-3.823,0.062,0.006,0.428,-3.826,0.075,0.01,0.4806,-2.548,0.075,0.01,0.4807,-2.54,-5.847,-5.905,-5.783,-5.795,-5.932,-5.655,-5.008,-5.056,-4.942,-4.936,-5.087,-4.815,-0.168,-0.266,-0.086,-0.074,-0.266,0.08,-3.908,-3.991,-3.797,-3.821,-3.991,-3.666,-2.589,-2.652,-2.473,-2.525,-2.695,-2.36,180,178,181,1,176,153,190,9,0,0,0,0,0,0,0.44525184,0,1.11044736,0.37685472,126.5,13.35,0,0.42558208
1/3/2018 10:00:00 AM,5.047,4.886,5.197,5.316,4.794,6.111,4.986,4.886,5.07,4.945,4.627,5.163,5.498,5.467,5.53,4.235,3.97,4.556,5.555,5.455,5.645,4.123,3.308,4.965,72907.28,72905.14,283.7,-103.8,26.43,-16.36,344.5,-102,31.23,-14.79,14.36,14.35,14.41,1.838,14.36,13.62,14.44,1.564,521,626,0.065,0.009,0.4383,-1.96,0.065,0.009,0.4383,-1.979,0.05,0.006,0.38,-1.053,0.05,0.006,0.38,-1.062,0.062,0.006,0.4272,-3.852,0.062,0.006,0.4273,-3.852,0.075,0.01,0.4797,-2.587,0.075,0.01,0.4797,-2.577,-5.735,-5.789,-5.679,-5.784,-5.916,-5.643,-5.204,-5.257,-5.142,-5.229,-5.323,-5.097,-0.401,-0.448,-0.358,-0.412,-0.534,-0.28,-4.136,-4.206,-4.054,-4.158,-4.325,-4.006,-2.911,-3.004,-2.851,-2.926,-3.076,-2.766,297,284,324,12,359,284,457,38,0.346456,0.1631696,0.60439808,0.09968992,351.6,7.447,0.32589216,0,0.849376,0.26017728,0.015,16.74,0.34332672,0.3062224
1/3/2018 11:00:00 AM,4.775,4.589,4.953,4.945,4.365,5.718,6.897,6.596,7.059,6.15,4.972,7.059,7.585,7.478,7.681,6.828,6.597,7.059,7.123,6.771,7.681,6.821,6.093,8.12,72846.43,72853.22,474.8,-102.4,44.58,-12.26,491,-102.8,45.42,-12.73,14.22,14.2,14.28,6.383,14.22,13.93,14.3,5.949,870,892,0.065,0.009,0.4384,-2.027,0.065,0.009,0.4383,-2.001,0.051,0.006,0.3809,-1.058,0.051,0.006,0.3809,-1.067,0.062,0.006,0.4282,-3.797,0.062,0.006,0.4282,-3.803,0.075,0.01,0.4788,-2.633,0.075,0.01,0.4788,-2.628,-5.46,-5.511,-5.398,-5.544,-5.718,-5.387,-5.271,-5.346,-5.229,-5.329,-5.453,-5.206,-0.669,-0.754,-0.556,-0.693,-0.831,-0.556,-4.26,-4.425,-4.112,-4.289,-4.491,-4.046,-3.195,-3.248,-3.136,-3.232,-3.397,-3.093,504,464,535,21,518,436,597,38,0.74610976,0.52258976,0.94727776,0.11578336,14.14,28.86,0.63613792,0,1.33933184,0.27448256,343.9,37.8,0.65133728,0.4939792
1/3/2018 12:00:00 PM,6.747,6.389,6.988,6.189,5.355,6.988,7.024,6.899,7.175,6.555,5.664,7.175,6.889,6.823,6.95,9.43,7.968,10.21,6.655,6.371,6.95,10.06,7.968,11.03,72769.84,72776.92,540.6,-118,56.81,-4.64,545.1,-117.2,56.36,-5.745,14.16,14.14,14.21,9.76,14.14,14.02,14.22,9.84,987,994,0.065,0.009,0.4374,-2.051,0.065,0.009,0.4374,-2.035,0.051,0.006,0.3817,-1.086,0.051,0.006,0.3817,-1.088,0.063,0.006,0.429,-3.649,0.063,0.006,0.429,-3.682,0.074,0.01,0.4778,-2.605,0.074,0.01,0.4778,-2.632,-4.078,-4.129,-3.989,-4.161,-4.339,-3.989,-4.175,-4.232,-4.138,-4.237,-4.39,-4.133,0.2,0.136,0.266,0.196,0.099,0.311,-3.113,-3.188,-3.048,-3.15,-3.348,-2.937,-2.321,-2.421,-2.245,-2.34,-2.499,-2.171,573,571,575,1,577,571,583,3,0.17702784,0,0.35942016,0.122936,112.7,42.64,0.57936384,0,2.54768096,0.47028608,292.9,46.86,0.11891264,0.368808
1/3/2018 1:00:00 PM,5.499,5.199,5.956,5.382,4.626,6.844,7.69,7.265,7.974,7.189,6.41,7.974,7.797,7.747,7.865,9.07,8.47,9.35,7.509,7.254,7.865,9.57,8.47,10.29,72698,72701.89,491.2,-121.7,56.57,-5.473,483.8,-121,55.09,-5.436,14.16,14.15,14.2,11.02,14.16,14.14,14.25,10.87,902,891,0.065,0.009,0.4375,-2.045,0.065,0.009,0.4374,-2.04,0.051,0.006,0.3825,-1.11,0.051,0.006,0.3825,-1.107,0.063,0.007,0.4307,-3.49,0.063,0.007,0.4307,-3.5,0.074,0.01,0.4778,-2.612,0.074,0.01,0.478,-2.624,-3.839,-3.939,-3.776,-3.9,-4.061,-3.771,-4.176,-4.259,-4.102,-4.231,-4.407,-4.102,-0.188,-0.246,-0.129,-0.226,-0.375,-0.129,-3.194,-3.328,-3.146,-3.25,-3.493,-3.061,-2.676,-2.773,-2.619,-2.681,-2.849,-2.505,529,526,531,1,520,502,531,6,0.9119616,0.35942016,1.274064,0.25570688,9.48,6.304,1.00762816,0.35942016,1.8619216,0.3106928,1.189,18.78,0.90659712,0.95308928
1/3/2018 2:00:00 PM,6.076,5.872,6.426,6.264,5.764,7.075,7.186,7.036,7.298,7.348,6.811,8.08,7.374,7.332,7.42,4.502,4.25,4.748,7.355,7.21,7.521,4.793,4.24,5.814,72659.3,72661.27,368.9,-126.2,41.39,-15.49,381.8,-126.3,43.47,-14.89,14.17,14.16,14.21,11.06,14.17,14.13,14.28,11.15,690,711,0.065,0.009,0.4374,-2.043,0.065,0.009,0.4374,-2.043,0.051,0.006,0.3833,-1.12,0.051,0.006,0.3833,-1.126,0.063,0.007,0.4332,-3.224,0.064,0.007,0.4332,-3.287,0.075,0.01,0.4787,-2.541,0.075,0.01,0.4788,-2.585,-2.932,-3.008,-2.888,-2.987,-3.147,-2.846,-3.392,-3.485,-3.316,-3.437,-3.548,-3.316,0.265,0.197,0.33,0.257,0.133,0.357,-2.392,-2.47,-2.342,-2.446,-2.631,-2.279,-2.125,-2.222,-2.044,-2.126,-2.226,-1.981,408,387,418,11,419,384,432,11,0.87932768,0.35942016,1.11044736,0.19043904,324.7,9.58,0.80511904,0.03263392,1.33933184,0.26464768,331,20.35,0.86681056,0.75460352
1/3/2018 3:00:00 PM,6.813,6.719,7.002,6.795,6.272,7.373,6.888,6.811,6.954,6.852,6.244,7.3,6.446,6.428,6.473,6.136,5.884,6.361,6.191,5.775,6.49,5.555,4.987,6.361,72650.93,72651.42,243.3,-124.8,23.54,-24.37,251.7,-124.4,24.82,-23.7,14.22,14.22,14.24,9.41,14.2,13.06,14.26,9.58,461,470,0.065,0.009,0.4374,-2.049,0.065,0.009,0.4375,-2.049,0.051,0.006,0.3841,-1.139,0.051,0.006,0.3841,-1.128,0.064,0.007,0.4351,-3.02,0.064,0.007,0.4351,-3.045,0.075,0.01,0.4798,-2.52,0.075,0.01,0.4797,-2.523,-2.827,-2.874,-2.771,-2.775,-2.92,-2.627,-2.918,-2.97,-2.871,-2.889,-2.999,-2.798,0.482,0.425,0.566,0.519,0.407,0.621,-1.881,-2,-1.712,-1.859,-2,-1.706,-1.728,-1.809,-1.611,-1.719,-1.861,-1.599,283,281,284,1,290,273,301,7,0.46760384,0.39205408,0.62049152,0.08002016,354.8,12.09,0.38847776,0,1.04517952,0.26554176,345.2,22.53,0.45732192,0.35450272
1/3/2018 4:00:00 PM,6.202,6.039,6.283,5.949,5.615,6.283,4.773,4.66,4.874,4.873,4.66,5.066,4.497,4.469,4.524,11.28,11.2,11.32,4.668,4.469,4.985,10.93,10.55,11.32,72652.92,72646.23,31.66,-112,8.52,-19.66,37.79,-113,9.85,-19.66,14.2,14.09,14.29,7.445,13.79,12.87,14.31,7.647,67,65,0.065,0.009,0.4374,-2.026,0.065,0.009,0.4374,-2.023,0.051,0.006,0.385,-1.134,0.052,0.006,0.385,-1.139,0.064,0.007,0.4369,-2.878,0.064,0.007,0.4368,-2.891,0.075,0.01,0.4807,-2.467,0.075,0.01,0.4807,-2.456,-3.078,-3.124,-3.001,-3.072,-3.18,-2.978,-2.889,-2.934,-2.855,-2.903,-3.008,-2.826,0.5,0.432,0.568,0.488,0.405,0.573,-1.735,-1.849,-1.672,-1.743,-1.875,-1.661,-1.616,-1.694,-1.552,-1.638,-1.75,-1.552,52,51,53,1,44,33,53,6,0.35673792,0.19580352,0.55522368,0.1162304,326.6,16.89,0.65401952,0,1.63303712,0.34019744,355.4,19.35,0.34109152,0.61602112
1/3/2018 5:00:00 PM,4.565,4.479,4.63,4.677,4.479,4.824,2.125,2.035,2.223,2.07,1.584,2.613,1.61,1.584,1.627,15.49,15.47,15.52,1.48,1.334,1.636,15.64,15.27,15.86,72659.62,72652.15,-2.384,-97.7,3.808,-19.01,-2.353,-97.8,3.581,-18.72,12.77,12.76,12.77,4.461,12.74,12.49,12.77,4.696,0,0,0.065,0.009,0.4375,-2.008,0.065,0.009,0.4374,-1.989,0.051,0.006,0.385,-1.161,0.052,0.006,0.385,-1.147,0.064,0.007,0.4368,-2.846,0.064,0.007,0.4368,-2.818,0.075,0.01,0.4807,-2.394,0.075,0.01,0.4806,-2.398,-3.44,-3.506,-3.387,-3.41,-3.513,-3.296,-3.003,-3.09,-2.929,-2.996,-3.153,-2.91,0.482,0.389,0.537,0.499,0.389,0.589,-1.758,-1.877,-1.665,-1.74,-1.877,-1.654,-1.547,-1.615,-1.465,-1.549,-1.67,-1.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3598672,0,0.94727776,0.32008064,73.21,12.16,0,0.34690304
